"Demographic component"	"Canton"	"Citizenship (category)"	"Sex"	"Age"	"2019"
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"77 years"	3068
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"78 years"	2697
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"79 years"	2480
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"80 years"	2332
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"81 years"	2266
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"82 years"	2111
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"83 years"	2004
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"84 years"	1920
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"85 years"	1852
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"86 years"	1700
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"87 years"	1560
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"88 years"	1421
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"89 years"	1400
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"90 years"	1122
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"91 years"	1008
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"92 years"	804
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"93 years"	672
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"94 years"	607
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"95 years"	440
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"96 years"	304
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"97 years"	256
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"98 years"	164
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"99 years or older"	264
"Population on 31 December"	"Vaud"	"Citizenship (category) - Total"	"Woman"	"No indication"	0
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"Age - Total"	345525
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"0 years"	3043
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"1 year"	3326
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"2 years"	3294
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"3 years"	3399
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"4 years"	3320
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"5 years"	3372
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"6 years"	3343
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"7 years"	3365
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"8 years"	3456
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"9 years"	3479
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"10 years"	3402
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"11 years"	3385
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"12 years"	3309
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"13 years"	3390
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"14 years"	3432
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"15 years"	3240
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"16 years"	3239
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"17 years"	3356
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"18 years"	3692
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"19 years"	3941
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"20 years"	3975
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"21 years"	4085
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"22 years"	4054
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"23 years"	4109
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"24 years"	4131
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"25 years"	4228
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"26 years"	4326
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"27 years"	4656
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"28 years"	4571
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"29 years"	4733
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"30 years"	4635
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"31 years"	4746
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"32 years"	4577
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"33 years"	4649
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"34 years"	4572
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"35 years"	4620
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"36 years"	4439
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"37 years"	4434
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"38 years"	4649
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"39 years"	4551
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"40 years"	4349
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"41 years"	4384
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"42 years"	4385
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"43 years"	4333
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"44 years"	4368
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"45 years"	4534
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"46 years"	4700
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"47 years"	4833
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"48 years"	4911
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"49 years"	4951
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"50 years"	4997
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"51 years"	5180
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"52 years"	5289
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"53 years"	5354
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"54 years"	5457
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"55 years"	5572
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"56 years"	5524
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"57 years"	5173
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"58 years"	5069
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"59 years"	4986
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"60 years"	4759
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"61 years"	4487
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"62 years"	4348
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"63 years"	4159
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"64 years"	4065
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"65 years"	3945
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"66 years"	3694
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"67 years"	3776
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"68 years"	3713
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"69 years"	3806
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"70 years"	3771
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"71 years"	3831
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"72 years"	3742
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"73 years"	3549
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"74 years"	3267
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"75 years"	3232
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"76 years"	3055
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"77 years"	2729
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"78 years"	2489
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"79 years"	2201
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"80 years"	2142
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"81 years"	1973
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"82 years"	1821
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"83 years"	1640
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"84 years"	1606
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"85 years"	1470
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"86 years"	1296
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"87 years"	1220
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"88 years"	1011
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"89 years"	896
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"90 years"	723
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"91 years"	592
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"92 years"	434
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"93 years"	350
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"94 years"	272
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"95 years"	205
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"96 years"	148
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"97 years"	93
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"98 years"	66
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"99 years or older"	77
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Sex - Total"	"No indication"	0
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"Age - Total"	171254
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"0 years"	1522
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"1 year"	1728
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"2 years"	1688
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"3 years"	1691
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"4 years"	1681
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"5 years"	1711
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"6 years"	1726
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"7 years"	1737
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"8 years"	1755
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"9 years"	1729
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"10 years"	1768
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"11 years"	1791
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"12 years"	1682
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"13 years"	1750
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"14 years"	1765
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"15 years"	1664
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"16 years"	1665
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"17 years"	1766
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"18 years"	1875
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"19 years"	2016
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"20 years"	2026
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"21 years"	2038
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"22 years"	2063
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"23 years"	2088
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"24 years"	2103
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"25 years"	2204
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"26 years"	2187
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"27 years"	2364
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"28 years"	2354
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"29 years"	2428
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"30 years"	2376
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"31 years"	2427
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"32 years"	2344
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"33 years"	2321
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"34 years"	2274
"Population on 31 December"	"Valais / Wallis"	"Citizenship (category) - Total"	"Man"	"35 years"	2324
